scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
chr7,22450001,22500000,22479673,358,340,1.675,3.4167,-0.3421,-0.0527,-0.0373
chr7,22500001,22550000,22540455,235,226,2.735,2.6267,0.0202,0.0042,0.0032
chr7,22550001,22600000,22574070,454,426,6.7133,7.7217,-0.0699,-0.0269,-0.0137
chr7,22600001,22650000,22624950,338,323,12.7708,5.4042,0.4053,0.167,0.1154
chr7,22650001,22700000,22674285,582,560,9.2017,12.0433,-0.1338,-0.0469,-0.0316
chr7,22700001,22750000,22719554,351,341,4.67,6.4617,-0.161,-0.0515,-0.0316
chr7,22750001,22800000,22779762,300,274,10.1133,6.6717,0.205,0.0706,0.0506
chr7,22800001,22850000,22820739,358,341,5.825,9.1583,-0.2225,-0.0589,-0.0372
chr7,22850001,22900000,22874813,348,341,8.7083,5.125,0.259,0.0552,0.0401
chr7,22900001,22950000,22927579,580,535,4.4833,11.0417,-0.4224,-0.1198,-0.0649
chr7,22950001,23000000,22978084,525,495,1.75,9.0,-0.6744,-0.1481,-0.0862
chr7,23000001,23050000,23021035,429,402,8.4367,5.8283,0.1828,0.0471,0.027
chr7,23050001,23100000,23083586,250,223,3.8,10.425,-0.4657,-0.1443,-0.0946
chr7,23100001,23150000,23125856,451,419,6.1425,4.4092,0.1643,0.0379,0.0258
chr7,23150001,23200000,23174730,416,384,3.5817,7.465,-0.3515,-0.1041,-0.0635
chr7,23200001,23250000,23229157,463,436,4.5425,4.8175,-0.0294,-0.0062,-0.0044
chr7,23250001,23300000,23274184,601,539,4.79,9.1567,-0.3131,-0.0801,-0.0496
chr7,23300001,23350000,23324305,534,509,7.2792,7.9292,-0.0427,-0.0153,-0.0093
chr7,23350001,23400000,23370056,571,510,7.3083,7.1083,0.0139,0.0046,0.0028
chr7,23400001,23450000,23425726,560,559,7.1417,8.5167,-0.0878,-0.0206,-0.014
chr7,23450001,23500000,23472681,519,486,6.9642,5.8642,0.0857,0.0197,0.0134
chr7,23500001,23550000,23527299,606,567,11.92,7.8617,0.2052,0.0726,0.0452
chr7,23550001,23600000,23575031,456,430,12.7958,8.7708,0.1866,0.0645,0.044
chr7,23600001,23650000,23625515,516,490,13.7342,12.2758,0.0561,0.023,0.0142
chr7,23650001,23700000,23675730,434,411,5.8183,7.66,-0.1366,-0.062,-0.0271
chr7,23700001,23750000,23726227,361,321,4.6983,5.215,-0.0521,-0.0131,-0.0093
chr7,23750001,23800000,23772520,430,378,4.4608,4.9275,-0.0497,-0.0124,-0.0087
chr7,23800001,23850000,23829183,466,441,11.235,5.9433,0.308,0.1165,0.073
chr7,23850001,23900000,23873013,488,468,9.0992,7.9825,0.0654,0.0217,0.0152
chr7,23900001,23950000,23923317,603,588,12.4175,7.4675,0.2489,0.0757,0.0516
chr7,23950001,24000000,23962251,248,237,0.9083,2.4833,-0.4644,-0.0639,-0.047
chr7,24000001,24050000,nan,0,nan,nan,nan,nan,nan,nan
chr7,24050001,24100000,nan,0,nan,nan,nan,nan,nan,nan
chr7,24100001,24150000,nan,0,nan,nan,nan,nan,nan,nan
chr7,24150001,24200000,nan,0,nan,nan,nan,nan,nan,nan
chr7,24200001,24250000,nan,0,nan,nan,nan,nan,nan,nan
chr7,24250001,24300000,nan,0,nan,nan,nan,nan,nan,nan
chr7,24300001,24350000,nan,0,nan,nan,nan,nan,nan,nan
chr7,24350001,24400000,24396095,44,41,0.0,0.0,nan,0.0,0.0
chr7,24400001,24450000,24428164,539,520,9.25,10.0917,-0.0435,-0.0129,-0.0082
chr7,24450001,24500000,24473996,535,520,7.6733,7.9983,-0.0207,-0.0055,-0.0035
chr7,24500001,24550000,24526876,617,567,11.9758,8.9675,0.1436,0.0521,0.0319
chr7,24550001,24600000,24567366,490,469,8.68,8.3633,0.0186,0.008,0.0045
chr7,24600001,24650000,24628458,458,421,9.4317,5.79,0.2392,0.0784,0.0495
chr7,24650001,24700000,24669568,415,380,4.73,3.405,0.1629,0.0302,0.0206
chr7,24700001,24750000,24729375,359,340,4.8358,7.8275,-0.2362,-0.1089,-0.0572
chr7,24750001,24800000,24777047,467,451,5.9733,4.7483,0.1143,0.0247,0.0169
chr7,24800001,24850000,24825868,572,527,6.9,6.6667,0.0172,0.0052,0.0031
chr7,24850001,24900000,24874850,558,521,7.0525,9.2858,-0.1367,-0.0441,-0.0254
chr7,24900001,24950000,24926447,533,495,7.1775,10.8942,-0.2057,-0.081,-0.048
chr7,24950001,25000000,24976313,407,390,5.48,6.455,-0.0817,-0.0326,-0.0179
chr7,25000001,25050000,25024139,397,380,3.6917,3.5583,0.0184,0.0036,0.0022
chr7,25050001,25100000,25074718,395,369,7.5933,8.3433,-0.0471,-0.0131,-0.0082
chr7,25100001,25150000,25128834,333,326,7.2083,5.7,0.1168,0.0342,0.0194
chr7,25150001,25200000,25174032,282,261,7.71,3.76,0.3444,0.1286,0.0803
chr7,25200001,25250000,25224905,591,555,15.4442,14.9275,0.017,0.0074,0.0045
chr7,25250001,25300000,25273825,439,424,4.7783,12.0283,-0.4314,-0.1884,-0.0947
chr7,25300001,25350000,25324273,501,470,3.5917,8.4,-0.401,-0.0863,-0.0523
chr7,25350001,25400000,25370612,559,535,5.9833,11.025,-0.2964,-0.0737,-0.0515
chr7,25400001,25450000,25428714,394,362,8.895,7.3533,0.0949,0.0325,0.022
chr7,25450001,25500000,25468642,263,249,6.5,4.0583,0.2313,0.0678,0.0417
chr7,25500001,25550000,nan,0,nan,nan,nan,nan,nan,nan
chr7,25550001,25600000,nan,0,nan,nan,nan,nan,nan,nan
chr7,25600001,25650000,nan,0,nan,nan,nan,nan,nan,nan
chr7,25650001,25700000,nan,0,nan,nan,nan,nan,nan,nan
chr7,25700001,25750000,nan,0,nan,nan,nan,nan,nan,nan
chr7,25750001,25800000,nan,0,nan,nan,nan,nan,nan,nan
chr7,25800001,25850000,nan,0,nan,nan,nan,nan,nan,nan
chr7,25850001,25900000,nan,0,nan,nan,nan,nan,nan,nan
chr7,25900001,25950000,nan,0,nan,nan,nan,nan,nan,nan
chr7,25950001,26000000,nan,0,nan,nan,nan,nan,nan,nan
chr7,26000001,26050000,nan,0,nan,nan,nan,nan,nan,nan
chr7,26050001,26100000,nan,0,nan,nan,nan,nan,nan,nan
chr7,26100001,26150000,nan,0,nan,nan,nan,nan,nan,nan
chr7,26150001,26200000,nan,0,nan,nan,nan,nan,nan,nan
chr7,26200001,26250000,nan,0,nan,nan,nan,nan,nan,nan
chr7,26250001,26300000,nan,0,nan,nan,nan,nan,nan,nan
chr7,26300001,26350000,nan,0,nan,nan,nan,nan,nan,nan
chr7,26350001,26400000,nan,0,nan,nan,nan,nan,nan,nan
chr7,26400001,26450000,nan,0,nan,nan,nan,nan,nan,nan
chr7,26450001,26500000,nan,0,nan,nan,nan,nan,nan,nan
chr7,26500001,26550000,26536456,311,280,1.4,3.8667,-0.4684,-0.0654,-0.0503
chr7,26550001,26600000,26567849,303,279,3.3583,2.2667,0.1941,0.0269,0.0191
chr7,26600001,26650000,26622815,347,316,1.9167,3.9667,-0.3484,-0.0455,-0.0334
chr7,26650001,26700000,26675001,528,484,19.4517,12.2267,0.2281,0.0938,0.055
chr7,26700001,26750000,26728107,465,440,7.4667,10.1583,-0.1527,-0.051,-0.0334
chr7,26750001,26800000,26773088,492,471,3.51,9.31,-0.4524,-0.087,-0.0528
chr7,26800001,26850000,26827896,498,470,8.7983,6.615,0.1417,0.0375,0.0227
chr7,26850001,26900000,26873567,636,601,9.2683,10.7433,-0.0737,-0.0333,-0.0195
chr7,26900001,26950000,26927547,509,473,11.77,7.5033,0.2214,0.0934,0.0604
chr7,26950001,27000000,26975602,681,639,8.6933,20.9267,-0.413,-0.1652,-0.096
chr7,27000001,27050000,27025843,494,466,4.9667,11.375,-0.3921,-0.1114,-0.0682
chr7,27050001,27100000,27075390,486,449,9.34,13.615,-0.1862,-0.0782,-0.0448
chr7,27100001,27150000,27127091,487,434,12.5583,14.8667,-0.0842,-0.0349,-0.0222
chr7,27150001,27200000,27176511,441,418,1.66,6.6267,-0.5994,-0.1375,-0.0717
chr7,27200001,27250000,27224482,558,538,8.0417,11.1333,-0.1612,-0.0463,-0.0277
chr7,27250001,27300000,27276330,630,607,5.2292,7.0708,-0.1497,-0.0385,-0.0205
chr7,27300001,27350000,27321968,400,372,6.55,10.0917,-0.2128,-0.1151,-0.0536
chr7,27350001,27400000,27374815,305,267,6.8833,2.7667,0.4266,0.144,0.0947
chr7,27400001,27450000,27421307,445,430,6.97,5.9783,0.0766,0.0207,0.0134
chr7,27450001,27500000,27477615,520,509,16.1233,7.8067,0.3475,0.1286,0.0805
chr7,27500001,27550000,27523036,481,466,6.89,13.9733,-0.3395,-0.1771,-0.0987
chr7,27550001,27600000,27571602,476,457,8.2017,7.9267,0.0171,0.0051,0.0029
chr7,27600001,27650000,27624340,422,396,6.85,10.3333,-0.2027,-0.0919,-0.0472
chr7,27650001,27700000,27676802,510,494,8.05,13.2667,-0.2447,-0.0981,-0.0575
chr7,27700001,27750000,27726911,528,484,8.9583,11.1833,-0.1105,-0.0379,-0.0218
chr7,27750001,27800000,27778880,412,390,9.36,5.0017,0.3035,0.1072,0.0673
chr7,27800001,27850000,27823177,506,458,1.015,4.8817,-0.6557,-0.0698,-0.0433
chr7,27850001,27900000,27875523,611,580,10.4158,9.2158,0.0611,0.0237,0.0129
chr7,27900001,27950000,27922037,502,475,11.3708,6.9958,0.2382,0.0816,0.0504
chr7,27950001,28000000,27976319,605,565,9.6358,7.9608,0.0952,0.025,0.0157
chr7,28000001,28050000,28025284,485,479,8.1958,4.1625,0.3264,0.093,0.0557
chr7,28050001,28100000,28075203,536,502,9.4817,7.39,0.124,0.0343,0.0227
chr7,28100001,28150000,28126788,569,544,5.6008,8.9592,-0.2307,-0.0691,-0.0337
chr7,28150001,28200000,28177382,575,539,15.1975,9.8392,0.214,0.0866,0.0512
chr7,28200001,28250000,28222697,562,526,8.4292,8.8042,-0.0218,-0.0059,-0.0038
chr7,28250001,28300000,28273669,505,456,14.6667,5.7917,0.4338,0.1608,0.1079
chr7,28300001,28350000,28326380,611,569,6.7317,8.9233,-0.14,-0.0384,-0.0224
chr7,28350001,28400000,28375641,345,325,9.8883,2.8883,0.5479,0.1748,0.1212
chr7,28400001,28450000,28422376,376,364,5.705,5.0383,0.0621,0.0242,0.0132
chr7,28450001,28500000,28474433,534,488,9.8867,14.0783,-0.1749,-0.0776,-0.0432
chr7,28500001,28550000,28524017,637,596,9.1,12.0083,-0.1378,-0.0571,-0.0318
chr7,28550001,28600000,28578539,624,565,11.5533,8.945,0.1272,0.0444,0.0254
chr7,28600001,28650000,28624960,526,512,8.6858,8.1608,0.0312,0.0121,0.0066
chr7,28650001,28700000,28674729,552,524,6.4725,9.8725,-0.208,-0.0766,-0.0438
chr7,28700001,28750000,28725556,547,532,7.76,8.21,-0.0282,-0.0086,-0.0053
chr7,28750001,28800000,28777640,477,455,5.3042,8.8542,-0.2507,-0.0615,-0.0412
chr7,28800001,28850000,28828964,479,461,7.4133,12.0467,-0.2381,-0.1012,-0.0516
chr7,28850001,28900000,28880314,492,441,3.2033,9.1117,-0.4798,-0.128,-0.0841
chr7,28900001,28950000,28922537,719,676,8.0583,18.725,-0.3983,-0.2001,-0.1019
chr7,28950001,29000000,28974314,513,493,9.4192,8.6358,0.0434,0.0116,0.0074
chr7,29000001,29050000,29014277,206,188,2.2,4.4167,-0.335,-0.1555,-0.0674
chr7,29050001,29100000,nan,0,nan,nan,nan,nan,nan,nan
chr7,29100001,29150000,29142351,130,130,0.3083,10.6583,-0.9438,-0.7793,-0.2932
chr7,29150001,29200000,29171601,442,413,8.335,9.0517,-0.0412,-0.016,-0.009
chr7,29200001,29250000,29231591,580,530,9.1158,6.9325,0.136,0.0354,0.0219
chr7,29250001,29300000,29276977,317,289,2.7125,2.2125,0.1015,0.0204,0.0095
chr7,29300001,29350000,29328631,511,462,8.8767,2.9683,0.4988,0.1241,0.0905
chr7,29350001,29400000,29376675,477,457,5.9833,8.0,-0.1442,-0.0431,-0.0278
chr7,29400001,29450000,29427558,377,375,6.1217,8.1967,-0.1449,-0.041,-0.0259
chr7,29450001,29500000,29475185,468,441,9.81,11.1767,-0.0651,-0.0216,-0.0135
chr7,29500001,29550000,29526830,418,393,4.505,3.2133,0.1674,0.0281,0.02
chr7,29550001,29600000,29571783,376,359,3.5983,3.39,0.0298,0.004,0.003
chr7,29600001,29650000,29622051,481,447,7.195,7.3783,-0.0126,-0.004,-0.0023
chr7,29650001,29700000,29675225,536,516,9.7375,12.6708,-0.1309,-0.0496,-0.0258
chr7,29700001,29750000,29722659,436,402,9.55,4.775,0.3333,0.0854,0.0511
chr7,29750001,29800000,29775146,498,468,3.9167,8.2,-0.3535,-0.0854,-0.0477
chr7,29800001,29850000,29827050,475,443,4.2733,6.0483,-0.172,-0.0289,-0.0175
chr7,29850001,29900000,29875554,491,452,4.905,5.5883,-0.0651,-0.0117,-0.0073
chr7,29900001,29950000,29929185,486,414,8.1192,5.6608,0.1784,0.0429,0.0267
chr7,29950001,30000000,29974521,504,472,2.3492,11.8742,-0.6697,-0.2142,-0.1146
chr7,30000001,30050000,30022303,419,395,1.625,2.9333,-0.287,-0.0312,-0.02
chr7,30050001,30100000,30075817,346,341,2.9833,8.9333,-0.4993,-0.1496,-0.0872
chr7,30100001,30150000,30124266,450,430,8.2,8.0167,0.0113,0.0034,0.0019
chr7,30150001,30200000,30174583,422,396,9.6917,5.2833,0.2944,0.0777,0.0481
chr7,30200001,30250000,30227294,586,545,4.0767,10.3433,-0.4346,-0.0977,-0.0611
chr7,30250001,30300000,30279009,488,455,3.0083,10.3667,-0.5502,-0.1316,-0.082
chr7,30300001,30350000,30325436,424,406,10.6717,7.7633,0.1578,0.0762,0.0422
chr7,30350001,30400000,30375000,423,388,11.605,5.8217,0.3319,0.1133,0.0735
chr7,30400001,30450000,30421480,517,490,9.7833,6.5,0.2016,0.0471,0.0276
chr7,30450001,30500000,30479087,479,465,3.42,6.8867,-0.3364,-0.0803,-0.0492
chr7,30500001,30550000,30524575,379,361,5.725,1.5917,0.5649,0.1094,0.0719
chr7,30550001,30600000,30571902,372,343,1.9083,11.3333,-0.7118,-0.2207,-0.1241
chr7,30600001,30650000,30627227,446,433,6.6333,11.6083,-0.2727,-0.1257,-0.0634
chr7,30650001,30700000,30672772,339,318,6.8083,3.7083,0.2948,0.0761,0.0488
chr7,30700001,30750000,30725430,507,474,12.1733,7.3233,0.2488,0.0809,0.0513
chr7,30750001,30800000,30771211,421,391,3.4083,14.0,-0.6084,-0.2069,-0.1223
chr7,30800001,30850000,30825230,455,451,9.2358,9.3608,-0.0067,-0.0025,-0.0015
chr7,30850001,30900000,30876239,474,466,4.6292,4.9875,-0.0373,-0.0077,-0.0049
chr7,30900001,30950000,30930024,411,393,6.1667,10.1083,-0.2422,-0.106,-0.058
chr7,30950001,31000000,30972049,462,439,5.7233,5.79,-0.0058,-0.0015,-0.0009
chr7,31000001,31050000,31025999,496,472,5.6875,8.9042,-0.2204,-0.0606,-0.0348
chr7,31050001,31100000,31074255,413,376,6.7967,5.6383,0.0932,0.023,0.0157
chr7,31100001,31150000,31126685,388,383,9.6517,4.185,0.3951,0.1145,0.0646
chr7,31150001,31200000,31171392,510,483,4.4417,8.175,-0.2959,-0.0758,-0.0469
chr7,31200001,31250000,31224727,388,353,5.875,4.6083,0.1208,0.0354,0.0231
chr7,31250001,31300000,31277042,493,470,11.2133,6.155,0.2912,0.0887,0.0555
chr7,31300001,31350000,31328179,588,524,12.8,7.8,0.2427,0.0737,0.0428
chr7,31350001,31400000,31373647,672,642,14.16,12.735,0.053,0.0197,0.012
chr7,31400001,31450000,31424562,551,513,8.4983,4.7567,0.2823,0.0655,0.042
chr7,31450001,31500000,31477132,365,347,0.95,6.325,-0.7388,-0.2295,-0.1172
chr7,31500001,31550000,31524471,358,336,3.6267,7.8933,-0.3704,-0.1329,-0.0735
chr7,31550001,31600000,31572298,438,406,6.3833,9.575,-0.2,-0.0648,-0.0387
chr7,31600001,31650000,31623997,388,383,15.8192,3.5942,0.6297,0.2668,0.1665
chr7,31650001,31700000,31674635,396,385,6.9983,11.5483,-0.2453,-0.1112,-0.0593
chr7,31700001,31750000,31723723,372,364,3.2917,4.1167,-0.1114,-0.02,-0.0123
chr7,31750001,31800000,31776765,387,377,6.9833,9.7333,-0.1645,-0.0425,-0.029
chr7,31800001,31850000,31830501,476,440,5.9167,4.4083,0.1461,0.0368,0.0232
chr7,31850001,31900000,31872775,480,444,7.9192,11.3025,-0.176,-0.0706,-0.0398
chr7,31900001,31950000,31923837,396,361,7.4083,5.1667,0.1783,0.0402,0.0294
chr7,31950001,32000000,31975747,585,549,18.0233,13.3233,0.1499,0.0695,0.0354
chr7,32000001,32050000,32023065,395,373,7.0017,4.56,0.2112,0.0655,0.0425
chr7,32050001,32100000,32075195,496,474,13.1,9.275,0.1709,0.055,0.0333
chr7,32100001,32150000,32124621,367,353,3.575,5.625,-0.2228,-0.0416,-0.0276
chr7,32150001,32200000,32162700,168,157,1.0167,0.8333,0.0991,0.0057,0.0049
chr7,32200001,32250000,32205649,15,14,0.3167,0.1,0.52,0.3415,0.245
chr7,32250001,32300000,nan,0,nan,nan,nan,nan,nan,nan
chr7,32300001,32350000,nan,0,nan,nan,nan,nan,nan,nan
chr7,32350001,32400000,nan,0,nan,nan,nan,nan,nan,nan
chr7,32400001,32450000,nan,0,nan,nan,nan,nan,nan,nan
chr7,32450001,32500000,nan,0,nan,nan,nan,nan,nan,nan
chr7,32500001,32550000,nan,0,nan,nan,nan,nan,nan,nan
chr7,32550001,32600000,nan,0,nan,nan,nan,nan,nan,nan
chr7,32600001,32650000,nan,0,nan,nan,nan,nan,nan,nan
chr7,32650001,32700000,nan,0,nan,nan,nan,nan,nan,nan
chr7,32700001,32750000,nan,0,nan,nan,nan,nan,nan,nan
chr7,32750001,32800000,nan,0,nan,nan,nan,nan,nan,nan
chr7,32800001,32850000,nan,0,nan,nan,nan,nan,nan,nan
chr7,32850001,32900000,nan,0,nan,nan,nan,nan,nan,nan
chr7,32900001,32950000,nan,0,nan,nan,nan,nan,nan,nan
chr7,32950001,33000000,nan,0,nan,nan,nan,nan,nan,nan
chr7,33000001,33050000,nan,0,nan,nan,nan,nan,nan,nan
chr7,33050001,33100000,nan,0,nan,nan,nan,nan,nan,nan
chr7,33100001,33150000,nan,0,nan,nan,nan,nan,nan,nan
chr7,33150001,33200000,nan,0,nan,nan,nan,nan,nan,nan
chr7,33200001,33250000,nan,0,nan,nan,nan,nan,nan,nan
chr7,33250001,33300000,nan,0,nan,nan,nan,nan,nan,nan
chr7,33300001,33350000,nan,0,nan,nan,nan,nan,nan,nan
chr7,33350001,33400000,nan,0,nan,nan,nan,nan,nan,nan
chr7,33400001,33450000,nan,0,nan,nan,nan,nan,nan,nan
chr7,33450001,33500000,nan,0,nan,nan,nan,nan,nan,nan
chr7,33500001,33550000,nan,0,nan,nan,nan,nan,nan,nan
chr7,33550001,33600000,nan,0,nan,nan,nan,nan,nan,nan
chr7,33600001,33650000,nan,0,nan,nan,nan,nan,nan,nan
chr7,33650001,33700000,nan,0,nan,nan,nan,nan,nan,nan
chr7,33700001,33750000,nan,0,nan,nan,nan,nan,nan,nan
chr7,33750001,33800000,nan,0,nan,nan,nan,nan,nan,nan
chr7,33800001,33850000,nan,0,nan,nan,nan,nan,nan,nan
chr7,33850001,33900000,33883751,13,8,nan,nan,nan,nan,nan
chr7,33900001,33950000,33929557,231,219,0.0917,1.0333,-0.837,-0.0298,-0.0227
chr7,33950001,34000000,33975192,510,506,1.675,2.6833,-0.2314,-0.0198,-0.0119
chr7,34000001,34050000,34025189,554,529,8.955,10.705,-0.089,-0.0193,-0.0136
chr7,34050001,34100000,34076445,417,386,7.24,5.2233,0.1618,0.0439,0.0273
chr7,34100001,34150000,34129447,457,425,3.7308,7.6558,-0.3447,-0.0653,-0.0415
chr7,34150001,34200000,34170216,582,563,7.2233,10.3317,-0.1771,-0.0401,-0.0284
chr7,34200001,34250000,34223900,608,560,14.0908,10.5575,0.1433,0.053,0.0332
chr7,34250001,34300000,34276971,577,567,5.7367,16.995,-0.4953,-0.2025,-0.1052
chr7,34300001,34350000,34328063,681,654,10.0,7.5667,0.1385,0.0336,0.0222
chr7,34350001,34400000,34374830,553,515,4.9383,15.805,-0.5239,-0.1969,-0.1192
chr7,34400001,34450000,34423833,370,360,3.13,5.9883,-0.3135,-0.1091,-0.068
chr7,34450001,34500000,34477889,565,538,9.6183,4.185,0.3936,0.0821,0.0509
chr7,34500001,34550000,34524113,554,512,12.0167,12.7167,-0.0283,-0.0116,-0.0072
chr7,34550001,34600000,34578872,351,336,0.8167,7.7833,-0.8101,-0.2109,-0.1305
chr7,34600001,34650000,34627168,505,461,9.6667,4.95,0.3227,0.1055,0.0628
chr7,34650001,34700000,34676898,339,313,13.95,7.1167,0.3244,0.1514,0.0945
chr7,34700001,34750000,34723460,524,493,6.9392,3.8475,0.2866,0.0661,0.0419
chr7,34750001,34800000,34773590,516,464,9.4192,12.0108,-0.1209,-0.0377,-0.0228
chr7,34800001,34850000,34826285,383,359,3.8467,4.1383,-0.0365,-0.0074,-0.0044
chr7,34850001,34900000,34876844,459,441,11.5633,6.1633,0.3046,0.0922,0.0534
chr7,34900001,34950000,34924473,484,463,2.9833,4.6917,-0.2226,-0.027,-0.021
chr7,34950001,35000000,34974438,458,425,8.05,8.2583,-0.0128,-0.0029,-0.002
chr7,35000001,35050000,35027210,446,418,9.3083,5.4917,0.2579,0.087,0.0481
chr7,35050001,35100000,35070973,426,406,6.4,5.8167,0.0477,0.0152,0.0105
chr7,35100001,35150000,35127939,414,400,2.1983,3.3067,-0.2013,-0.0295,-0.0187
chr7,35150001,35200000,35174475,427,404,4.2325,9.7242,-0.3935,-0.1152,-0.0681
chr7,35200001,35250000,35220776,339,326,6.5,1.975,0.5339,0.0979,0.0619
chr7,35250001,35300000,35276783,474,441,4.275,6.6917,-0.2204,-0.0554,-0.0355
chr7,35300001,35350000,35324091,502,499,5.0883,15.2467,-0.4995,-0.1855,-0.1065
chr7,35350001,35400000,35376136,442,423,5.37,1.7117,0.5166,0.0933,0.0561
chr7,35400001,35450000,35424969,568,522,4.1617,10.8283,-0.4447,-0.1178,-0.0621
chr7,35450001,35500000,35473654,457,433,3.4083,7.8917,-0.3968,-0.0945,-0.0542
chr7,35500001,35550000,35528171,298,267,1.125,3.325,-0.4944,-0.0743,-0.0442
chr7,35550001,35600000,35568519,436,408,7.0875,7.4375,-0.0241,-0.0099,-0.0063
chr7,35600001,35650000,35626193,377,357,3.5333,6.3167,-0.2826,-0.0729,-0.0425
chr7,35650001,35700000,35675225,624,574,15.2567,7.3567,0.3494,0.1215,0.074
chr7,35700001,35750000,35724826,522,472,5.4567,3.94,0.1614,0.0292,0.019
chr7,35750001,35800000,35776992,493,462,5.9583,14.325,-0.4125,-0.1241,-0.0817
chr7,35800001,35850000,35828028,444,410,5.3333,13.2,-0.4245,-0.1558,-0.0906
chr7,35850001,35900000,35874126,516,477,6.2792,5.5958,0.0575,0.0109,0.007
chr7,35900001,35950000,35926234,480,451,10.3417,6.4167,0.2342,0.0813,0.0468
chr7,35950001,36000000,35972216,347,323,5.2867,2.7283,0.3192,0.0684,0.0446
chr7,36000001,36050000,36023333,490,474,11.5667,10.4333,0.0515,0.0176,0.0114
chr7,36050001,36100000,36073649,459,423,6.7958,7.5958,-0.0556,-0.0179,-0.0108
chr7,36100001,36150000,36127340,524,474,12.0783,9.495,0.1197,0.0419,0.0248
chr7,36150001,36200000,36174068,399,370,1.8833,15.75,-0.7864,-0.3144,-0.1784
chr7,36200001,36250000,36225863,517,479,12.7667,5.525,0.3959,0.1533,0.1021
chr7,36250001,36300000,36273907,486,439,7.1233,2.19,0.5297,0.1233,0.077
chr7,36300001,36350000,36319673,552,508,10.4917,12.8833,-0.1023,-0.0537,-0.0264
chr7,36350001,36400000,36375650,650,608,14.5883,17.2967,-0.0849,-0.0399,-0.0227
chr7,36400001,36450000,36424073,557,536,11.8583,8.0333,0.1923,0.0679,0.0419
chr7,36450001,36500000,36476644,482,455,6.5317,11.8317,-0.2886,-0.1385,-0.0791
chr7,36500001,36550000,36523174,613,590,10.3483,11.09,-0.0346,-0.015,-0.009
chr7,36550001,36600000,36572320,386,367,5.28,10.5633,-0.3335,-0.1575,-0.0877
chr7,36600001,36650000,36627787,551,517,5.3267,4.8933,0.0424,0.0078,0.0056
chr7,36650001,36700000,36675216,549,507,4.9225,11.6558,-0.4062,-0.1448,-0.0849
chr7,36700001,36750000,36723832,477,454,10.23,10.28,-0.0024,-0.0009,-0.0006
chr7,36750001,36800000,36775520,538,526,6.4667,5.15,0.1133,0.0276,0.0177
chr7,36800001,36850000,36824898,468,435,9.0083,11.25,-0.1107,-0.0515,-0.0288
chr7,36850001,36900000,36873744,529,488,6.005,7.2883,-0.0965,-0.022,-0.0148
chr7,36900001,36950000,36919159,643,612,12.2983,19.69,-0.2311,-0.1144,-0.0658
chr7,36950001,37000000,36975337,518,494,5.9133,9.1967,-0.2173,-0.099,-0.048
chr7,37000001,37050000,37027341,544,508,8.2458,6.6625,0.1062,0.0318,0.019
chr7,37050001,37100000,37074003,656,619,13.965,6.54,0.3621,0.1451,0.0893
chr7,37100001,37150000,37127412,641,594,12.0567,9.965,0.095,0.0432,0.0237
chr7,37150001,37200000,37177546,557,527,11.4142,12.7725,-0.0562,-0.0204,-0.013
chr7,37200001,37250000,37224319,435,403,6.4108,5.6525,0.0629,0.0145,0.0102
chr7,37250001,37300000,37276449,527,505,9.2583,11.325,-0.1004,-0.0407,-0.0228
chr7,37300001,37350000,37325276,476,446,5.9083,6.7667,-0.0677,-0.018,-0.0109
chr7,37350001,37400000,37374268,356,337,3.985,9.0433,-0.3883,-0.1715,-0.0785
chr7,37400001,37450000,37421438,591,540,3.6683,9.485,-0.4422,-0.0846,-0.0535
chr7,37450001,37500000,37471649,545,517,8.1633,6.0133,0.1517,0.032,0.0219
chr7,37500001,37550000,37526058,487,453,8.94,7.6733,0.0762,0.0302,0.0164
chr7,37550001,37600000,37573719,416,371,6.1017,5.5017,0.0517,0.0198,0.0108
chr7,37600001,37650000,37623798,413,401,7.1758,5.9258,0.0954,0.0316,0.0199
chr7,37650001,37700000,37678796,454,428,7.34,2.3983,0.5074,0.1382,0.1045
chr7,37700001,37750000,37725308,394,372,5.2867,6.77,-0.123,-0.0524,-0.0282
chr7,37750001,37800000,37776579,412,379,4.1917,3.9917,0.0244,0.0046,0.0028
chr7,37800001,37850000,37824717,546,524,4.5783,4.445,0.0148,0.0035,0.002
chr7,37850001,37900000,37872895,348,325,5.025,3.7417,0.1464,0.032,0.023
chr7,37900001,37950000,37928282,319,314,6.6083,3.975,0.2488,0.0725,0.0494
chr7,37950001,38000000,37977026,462,419,6.0417,13.3667,-0.3774,-0.1329,-0.0855
chr7,38000001,38050000,38024411,651,630,11.4583,10.5417,0.0417,0.0163,0.0086
chr7,38050001,38100000,38075559,503,469,9.5942,7.5358,0.1202,0.0424,0.0271
chr7,38100001,38150000,38123857,371,357,2.7792,6.0125,-0.3678,-0.1098,-0.0653
chr7,38150001,38200000,38173004,641,625,7.5017,5.0183,0.1983,0.0446,0.0281
chr7,38200001,38250000,38227888,568,537,9.275,8.4,0.0495,0.0121,0.0087
chr7,38250001,38300000,38275323,620,597,5.3467,5.005,0.033,0.0063,0.0043
chr7,38300001,38350000,38324524,725,668,17.5017,11.5767,0.2038,0.0617,0.0409
chr7,38350001,38400000,38375308,621,593,7.235,8.1767,-0.0611,-0.0172,-0.0095
